Кат. номер;Бренд;Цена.;склад;магаз;Модель
0K081-33-067;Сальник передней ступицы наружный ( 0K081-33-067 );MOBIS;;2;
25411-07500;Патрубок радиатора верхний ( 25411-07500 );MOBIS;;1;
K9954-210504;Кольцо уплот.компрессора дв-ля ( K9954-210504 );MOBIS;;10;
PHMB092-33-067;Сальник передней ступицы наружный (PH) ( PHMB092-33-067S );PYUNG HWA;;2;
H301131120;Радиатор печки (DOOWON) ( 97138-3K000 );DOOWON;;1;
54651-3X251;Амортизатор передний левый (газ) ( 54651-3X251 );MOBIS;;1;
49565-38700;Сальник полуоси п/моста наружный ( 49565-38700 );MOBIS;;7;
0VNY1-11-SE0;Вкладыши шатунные (std) ( 0VNY1-11-SE0 );MOBIS;;1;
49565-3E700;Сальник полуоси п/моста наружный ( 49565-3E700 );MOBIS;;> 10;
37300-22020;Генератор ( 37300-22020 );MOBIS;;1;
41730-3E100;Шланг сцепления ( 41730-3E100 );MOBIS;;2;
49501-2F060_REB;Привод левый (REBUILT) ( 49501-2F060_REB );REBUILT;;1;
0K75A-33-671;Сальник поршня переднего суппорта ( 0K75A-33-671 );MOBIS;;3;
55311-1D020;Амортизатор задний (газ) ( 55311-1D020 );MOBIS;;1;
PH25100-27400;Помпа водяная (PH) ( PH25100-27400 );PH(POS);;1;
0S083-33-671;Сальник поршня переднего суппорта ( 0S083-33-671 );MOBIS;;2;
58737-2P100;Шланг тормозной зад. лев. ( 58737-2P100 );MOBIS;;1;
55320-2B510;Амортизатор задний левый (газ) ( 55320-2B510 );MOBIS;;1;
58738-1D000;Шланг тормозной зад. прав ( 58738-1D000 );MOBIS;;3;
25411-2F000;Патрубок радиатора верхний ( 25411-2F000 );MOBIS;;1;
55370-G3AA0;Пыльник амортизатора заднего ( 55370-G3AA0 );MOBIS;;4;
97644-3K120;Диск шкива кондиционера ( 97644-3K120 );MOBIS;;1;
28252-45000;Кольцо уплотнит системы турбонаддува ( 28252-45000 );MOBIS;;10;
28111-F2000;Корпус возд. фильтра (верхняя часть) ( 28111-F2000 );MOBIS;;1;
28116-F2100;Патрубок воздушного фильтра (переходник) ( 28116-F2100 );GM;;1;
25462-32010;Кольцо уплотнит трубок системы охл-ния ( 25462-32010 );MOBIS;;3;
97644-26300;Диск шкива кондиционера ( 97644-26300 );MOBIS;;1;
57740-F2000;Пыльник рулевой рейки ( 57740-F2000 );MOBIS;;2;
97644-34550;Диск шкива кондиционера ( 97644-34550 );MOBIS;;1;
25411-1G000;Патрубок радиатора верхний ( 25411-1G000 );MOBIS;;1;
0K65A-15-186B;Патрубок радиатора верхний ( 0K65A-15-186B );MOBIS;;1;
25462-32010_OEM;Кольцо уплотнит трубок системы охл-ния (OEM) ( 25462-32010_OEM );OEM;;> 10;
55310-2J300;Амортизатор задний (газ) ( 55310-2J300 );MOBIS;;1;
0K9B0-60-960B;Датчик уровня топлива ( 0K9B0-60-960B );MOBIS;;2;
31115-2D000;Кольцо уплотнит.фильтра топливного ( 31115-2D000 );MOBIS;;> 10;
55310-2P200;Амортизатор задний (газ) ( 55310-2P200 );MOBIS;;2;
98623-2E000;Уровень жидкости в бачке омывателя ( 98623-2E000 );MOBIS;;8;
31115-2E000;Кольцо уплотнит.фильтра топливного ( 31115-2E000 );MOBIS;;4;
31114-2H000;Кольцо уплотнит.фильтра топливного ( 31114-2H000 );MOBIS;;> 10;
31114-38000;Кольцо уплотнит.фильтра топливного ( 31114-38000 );MOBIS;;2;
54420-3K000;Рычаг передний правый верхний ( 54420-3K000 );MOBIS;;1;
EX54651-2D100;Амортизатор передний левый (газ) (MANDO) ( EX54651-2D100 ) ;MANDO;;1;
87710-2B010CA;Расширитель крыла переднего левого ( 87710-2B010CA );MOBIS;;1;
58737-1H300;Шланг тормозной задний левый ( 58737-1H300 );MOBIS;;1;
25412-2F800;Патрубок радиатора нижний ( 25412-2F800 );MOBIS;;1;
31542-42000;Кольцо форсунки верхнее ( 31542-42000 );MOBIS;;10;
33805-4A000;Кольцо форсунки верхнее ( 33805-4A000 );MOBIS;;> 10;
0KFY0-11-SE0_OEM;Вкладыши шатунные (std)(OEM) ( 0KFY0-11-SE0_OEM );OEM;;2;
28113-2F000_NC;Фильтр воздушный (NG) ( 28113-2F000_NC );NEOCAR;;> 10;
0VNY1-11-SE0_OEM;Вкладыши шатунные (std)(OEM) ( 0VNY1-11-SE0_OEM );OEM;;1;
58732-FD100;Шланг тормозной передний ( 58732-FD100 );MOBIS;;1;
23060-4X900_OEM;Вкладыши шатунные (std)(OEM) ( 23060-4X900_OEM );OEM;;1;
94460-1H000;Датчик уровня топлива ( 94460-1H000 );MOBIS;;1;
54651-10000;Амортизатор передний левый (газ) ( 54651-10000 );MOBIS;;1;
94460-1D000;Датчик уровня топлива ( 94460-1D000 );MOBIS;;1;
49500-2G201;Привод правый (ABS+) ( 49500-2G201 );MOBIS;;1;
25412-FD000;Патрубок радиатора нижний ( 25412-FD000 );MOBIS;;1;
94460-1M500;Датчик уровня топлива ( 94460-1M500 );MOBIS;;1;
94460-2K000;Датчик уровня топлива ( 94460-2K000 );MOBIS;;1;
94460-2J000;Датчик уровня топлива ( 94460-2J000 );MOBIS;;1;
0B092-46-041;Втулка  кулисы ( 0B092-46-041 );MOBIS;;5;
58731-1M000;Шланг тормозной передний лв. ( 58731-1M000 );MOBIS;;1;
KKY01-46-062;Втулка  кулисы ( KKY01-46-062 );MOBIS;;10;
86332-2B500;"Эмблема крышки багажника CRDi 4WD"" ( 86332-2B500 )""";MOBIS;;1;
HC97643-3F400;Шкив компрессора (HALLA) ( HC97643-3F400 );HALLA(HANON);;2;
58731-1G000;Шланг тормозной передний лв. ( 58731-1G000 );MOBIS;;1;
28113-2G000_NC;Фильтр воздушный (NG) ( 28113-2G000_NC ) ;NEOCAR;;5;
08173-28-775;Втулка амортизатора заднего ( 08173-28-775 );MOBIS;;2;
58731-A7000;Шланг тормозной передний лв. ( 58731-A7000 );MOBIS;;2;
49605-2BA30;Шрус внутренний правый (МТА/АTA) ( 49605-2BA30 );MOBIS;;1;
49605-2BA40;Шрус внутренний правый (МТА/АTA) ( 49605-2BA40 );MOBIS;;2;
55342-3E000;Втулка амортизатора заднего ( 55342-3E000 );MOBIS;;6;
21020-26425;Вкладыши коренные (std) STD- B ( 21020-26425 );MOBIS;;6;
97643-3A670;Шкив компрессора ( 97643-3A670 );MOBIS;;1;
21020-2A915;Вкладыши коренные (std) STD- B ( 21020-2A915 );MOBIS;;1;
28113-08000_GF;Фильтр воздушный (NG) ( 28113-08000_GF );GOODFILL;;7;
21020-2E010;Вкладыши коренные (std) STD- B ( 21020-2E010 );MOBIS;;1;
21020-2F901;Вкладыши коренные (std) STD- B ( 21020-2F901 );MOBIS;;1;
MF401-17-152A;Втулка направляющей вилки сцепления (нижн) ( MF401-17-152A );MOBIS;;5;
55342-2P000;Сайлентблок заднего верхнего рычага ( 55342-2P000 );MOBIS;;2;
21020-26220;Вкладыши коренные (std) STD- B ( 21020-26220 );MOBIS;;2;
55215-3R000;Сайлентблок заднего нижнего рычага ( 55215-3R000 );MOBIS;;6;
28113-1G000_NC;Фильтр воздушный (NG) ( 28113-1G000_NC );NEOCAR;;7;
55215-29000;Сайлентблок заднего поперечного рычага ( 55215-29000 );MOBIS;;3;
92450-2K010;Фонарь задний противотуманный  лв ( 92450-2K010 );MOBIS;;1;
27131-11000;Бегунок трамблера ( 27131-11000 );MOBIS;;9;
86310-1J000;"Эмблема крышки багажника  i 20"" ( 86310-1J000 )""";MOBIS;;2;
92405-1G600;Фонарь задний противотуманный  лв ( 92405-1G600 );MOBIS;;2;
21020-3C320;Вкладыши коренные (std) STD- C ( 21020-3C320 );MOBIS;;1;
36145-32510;Бендикс стартера ( 36145-32510 );MOBIS;;1;
21020-26435;Вкладыши коренные (std) STD- C ( 21020-26435 );MOBIS;;9;
92405-1W500;Катафот заднего  бампера лв ( 92405-1W500 );MOBIS;;1;
36139-42000;Бендикс стартера ( 36139-42000 );MOBIS;;2;
36145-25010;Бендикс стартера ( 36145-25010 );MOBIS;;4;
21320-4A100;Сальник коленвала передний ( 21320-4A100 );MOBIS;;2;
86340-2S000;"Эмблема крышки багажника 4WD"" ( 86340-2S000 )""";MOBIS;;1;
HB227200;Амортизатор задний (масло) ( HB227200 );MOBIS;;2;
33815-42020;Распылитель форсунки ( 33815-42020 );MOBIS;;2;
55300-43150;Амортизатор задний (масло) ( 55300-43150 );MOBIS;;4;
86311-1R000;"Эмблема крышки багажника ACCENT"" ( 86311-1R000 )""";MOBIS;;1;
33812-41400;Распылитель форсунки (D4AL) ( 33812-41400 );MOBIS;;4;
86311-2C020;"Эмблема крышки багажника COUPE"" ( 86311-2C020 )""";MOBIS;;1;
33812-41700;Распылитель форсунки (D4AL) ( 33812-41700 );MOBIS;;4;
86330-2E000;"Эмблема крышки багажника CRDi"" ( 86330-2E000 )""";MOBIS;;1;
HC97643-39130;Шкив компрессора (HALLA) ( HC97643-39130 );HALLA(HANON);;1;
33810-45500;Распылитель форсунки (D4D*) ( 33810-45500 );MOBIS;;4;
86325-1E000;"Эмблема крышки багажника CRDi"" ( 86325-1E000 )""";MOBIS;;2;
81771-3C010;Амортизатор крышки багажника ( 81771-3C010 );MOBIS;;2;
54840-A4000;Стойка стабилизатора переднего правая ( 54840-A4000 );MOBIS;;2;
23200-25201;Маховик ( 23200-25201 );MOBIS;;1;
HC97643-4H000;Шкив компрессора (HALLA) ( HC97643-4H000 );HALLA(HANON);;1;
54610-2W000_YJ;Чашка амортизатора переднего (NG) ( 54610-2W000_YJ );YANGJI;;2;
22441-4A700;Прокладка клапанной крышки ( 22441-4A700 );MOBIS;;4;
86328-4A000;"Эмблема крышки багажника H-1"" ( 86328-4A000 )""";MOBIS;;2;
SLK0004;Стойка стабилизатора переднего правая (MANDO) ( SLK0004 );MANDO;;2;
92406-1W500;Катафот заднего  бампера пр ( 92406-1W500 );MOBIS;;1;
86391-2T000;Молдинг стойки двери задн пр ( 86391-2T000 );MOBIS;;2;
PH54610-3X200;Чашка амортизатора переднего (PH) ( PH54610-3X200 );PYUNG HWA;;1;
CT1085;Ремень ГРМ (CONTITECH) ( CT1085 );CONTITECH;;1;
21020-4A940;Вкладыши коренные (std) STD- A ( 21020-4A940 );MOBIS;;> 10;
24370-2A700;Натяжитель цепи ТНВД ( 24370-2A700 );MOBIS;;7;
86300-2B000;"Эмблема крышки багажника H"" ( 86300-2B000 )""";MOBIS;;1;
58350-3ED00;Колодки ручника ( 58350-3ED00 );MOBIS;;1;
86300-2H000;"Эмблема крышки багажника H"" ( 86300-2H000 )""";MOBIS;;1;
54610-3X200_YJ;Чашка амортизатора переднего (NG) ( 54610-3X200_YJ );YANGJI;;2;
86300-0Q000;"Эмблема крышки багажника H"" ( 86300-0Q000 )""";MOBIS;;2;
92416-1Y100;Фонарь задний противотуманный  пр ( 92416-1Y100 );MOBIS;;1;
0K710-26-38Z_AN;Колодки тормоз. задние (барабан)(NG) ( 0K710-26-38Z_AN );ANAM;;1;
86363-2T010;Молдинг стойки двери перед лв ( 86363-2T010 );MOBIS;;2;
86341-0X000;"Эмблема крышки багажника H"" ( 86341-0X000 )""";MOBIS;;2;
36139-26850;Бендикс стартера ( 36139-26850 );MOBIS;;1;
86300-0U000;"Эмблема крышки багажника H"" ( 86300-0U000 )""";MOBIS;;5;
36145-2A000;Бендикс стартера ( 36145-2A000 );MOBIS;;2;
86373-2T000;Молдинг стойки двери перед пр ( 86373-2T000 );MOBIS;;2;
PH54611-07000;Чашка амортизатора переднего (PH) ( PH54611-07000 );PYUNGWHA;;4;
36160-42300;Бендикс стартера ( 36160-42300 );MOBIS;;3;
36145-2G000;Бендикс стартера ( 36145-2G000 );MOBIS;;2;
36139-8Y000;Бендикс стартера ( 36139-8Y000 );MOBIS;;1;
54611-07000_YJ;Чашка амортизатора переднего (NG) ( 54611-07000_YJ );YANGJI;;2;
25221-03000;Шкив помпы водяной ( 25221-03000 );MOBIS;;1;
SA067;Колодки тормоз. задние (барабан)(SANGSIN) ( SA067 );HI-Q;;1;
86321-3A000;"Эмблема крышки багажника HYUNDAI"" ( 86321-3A000 )""";MOBIS;;2;
87721-2W000CA;Расширитель двери перед лв ( 87721-2W000CA );MOBIS;;1;
86315-17500;"Эмблема крышки багажника HYUNDAI"" ( 86315-17500 )""";MOBIS;;1;
86331-28510D;"Эмблема крышки багажника HYUNDAI"" ( 86331-28510D )""";MOBIS;;2;
36145-25010_OEM;Бендикс стартера (OEM) ( 36145-25010_OEM );MIDO;;7;
SA134;Колодки тормоз. задние (барабан)(SANGSIN) ( SA134 );HI-Q;;1;
86310-2E900;"Эмблема крышки багажника HYUNDAI"" ( 86310-2E900 )""";MOBIS;;1;
SA127;Колодки тормоз. задние (барабан)(SANGSIN) ( SA127 );HI-Q;;1;
NBN36139-42000;Бендикс стартера (NG) ( NBN36139-42000 );NBN;;2;
11R0515;Цилиндр тормозной зад лев (TCIC) ( 58330-22000 );OEM;;2;
55350-2C300;Амортизатор задний левый (газ) ( 55350-2C300 );MOBIS;;1;
36160-42300_OEM;Бендикс стартера (OEM) ( 36160-42300_OEM );OEM;;1;
21421-2B030;Сальник коленвала передний ( 21421-2B030 );MOBIS;;> 10;
SA137;Колодки тормоз. задние (барабан)(SANGSIN) ( SA137 );HI-Q;;1;
55350-2C000;Амортизатор задний левый (газ) ( 55350-2C000 );MOBIS;;1;
86321-2H000;"Эмблема крышки багажника HYUNDAI"" ( 86321-2H000 )""";MOBIS;;3;
36139-26850_OEM;Бендикс стартера (OEM) ( 36139-26850_OEM );MIDO;;4;
54840-4H200;Стойка стабилизатора переднего правая ( 54840-4H200 );MOBIS;;4;
29021-2B000;Шланг ( 29021-2B000 );MOBIS;;1;
22311-2G600;Прокладка ГБЦ ( 22311-2G600 );MOBIS;;1;
KAR1005CG;Цилиндр тормозной зад лев (TCIC) ( 58320-45001 );TCIC;;1;
0K2N1-26-38Z;Колодки тормоз. задние (барабан) ( 0K2N1-26-38Z );MOBIS;;1;
24321-2G100;Цепь распредвалов ( 24321-2G100 );MOBIS;;1;
54840-1J000;Стойка стабилизатора переднего правая ( 54840-1J000 );MOBIS;;1;
86320-3S000;"Эмблема крышки багажника HYUNDAI"" ( 86320-3S000 )""";MOBIS;;3;
28921-23510;Шланг ( 28921-23510 );MOBIS;;1;
0K72A-61-B10;Мотор вентилятора печки ( 0K72A-61-B10 );MOBIS;;1;
54840-3R000;Стойка стабилизатора переднего правая ( 54840-3R000 );MOBIS;;4;
86312-0X000;"Эмблема крышки багажника HYUNDAI"" ( 86312-0X000 )""";MOBIS;;2;
59130-17541;Шланг вакуум ( 59130-17541 );MOBIS;;1;
86841-1Y000;Брызговик задний левый ( 86841-1Y000 );MOBIS;;1;
86310-2S010;"Эмблема крышки багажника IX35 ( 86310-2S010 )""";MOBIS;;1;
86316-17500;"Эмблема крышки багажника MATRIX"" ( 86316-17500 )""";MOBIS;;1;
28352-2B000;Шланг вакуум ( 28352-2B000 );MOBIS;;1;
KAR1029;Цилиндр тормозной зад лев (TCIC) ( KAR1029 );TCIC;;4;
86310-2B900;"Эмблема крышки багажника SANTA FE"" ( 86310-2B900 )""";MOBIS;;3;
